KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggOrgZip,AggDstZip,MARGIN_RANK,MustTakeFlag
HORMEL FOODS CORPORATE SERVICES LLC_56201_56572,46475018,549,337,138,56201,56572,21,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56572,46475942,549,337,138,56201,56572,22,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46474264,2974,1917,1116,56201,84104,1,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46480687,2974,1917,1116,56201,84104,2,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46478322,2974,1917,1116,56201,84104,3,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46476822,2974,1917,1116,56201,84104,4,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46476820,2974,1917,1116,56201,84104,5,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46476105,2974,1917,1116,56201,84104,6,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46479754,2974,1917,1116,56201,84104,7,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46477206,2974,1917,1116,56201,84104,8,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46481206,2974,1917,1116,56201,84104,9,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46477581,2974,1917,1116,56201,84104,10,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46481365,2974,1917,1116,56201,84104,11,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46477582,2974,1917,1116,56201,84104,12,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46481668,2974,1917,1116,56201,84104,13,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46475664,2974,1917,1116,56201,84104,14,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46475058,2974,1917,1116,56201,84104,15,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46479861,2974,1917,1116,56201,84104,16,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46476459,2974,1917,1116,56201,84104,17,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46479753,2974,1917,1116,56201,84104,18,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46477734,2974,1917,1116,56201,84104,19,
HORMEL FOODS CORPORATE SERVICES LLC_56201_84104,46481843,2974,1917,1116,56201,84104,20,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46480879,528,204,72,56201,56438,1,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46477106,528,204,72,56201,56438,2,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46478320,528,204,72,56201,56438,3,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46476845,528,204,72,56201,56438,4,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46475698,528,204,72,56201,56438,5,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46476639,528,204,72,56201,56438,6,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46474254,528,204,72,56201,56438,7,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46476267,528,204,72,56201,56438,8,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46480688,528,204,72,56201,56438,9,
HORMEL FOODS CORPORATE SERVICES LLC_56201_56438,46479611,528,204,72,56201,56438,10,
HORMEL FOODS CORPORATE SERVICES LLC_56201_35125,46474364,3249,2048,1202,56201,35125,1,
HORMEL FOODS CORPORATE SERVICES LLC_56201_35125,46480768,3249,2048,1202,56201,35125,2,
HORMEL FOODS CORPORATE SERVICES LLC_56201_45426,46481364,2734,1538,856,56201,45426,1,
HORMEL FOODS CORPORATE SERVICES LLC_56201_73521,46474255,2708,1671,915,56201,73521,1,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46476269,2076,1200,675,56007,45426,1,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46477292,2076,1200,675,56007,45426,2,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46480024,2076,1200,675,56007,45426,3,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46478416,2076,1200,675,56007,45426,4,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46480542,2076,1200,675,56007,45426,5,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46480591,2076,1200,675,56007,45426,6,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46479903,2076,1200,675,56007,45426,7,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46481634,2076,1200,675,56007,45426,8,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46476430,2076,1200,675,56007,45426,9,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46475476,2076,1200,675,56007,45426,10,
HORMEL FOODS CORPORATE SERVICES LLC_56007_45426,46476429,2076,1200,675,56007,45426,11,
